project,vuln_commit,v_testname,v_energy_pkg,v_energy_core,v_cycles,v_ipc,fix_commit,f_testname,sourcefile,f_energy_pkg,f_energy_core,f_cycles,f_ipc
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-wav,3.2900,2.5308,621054813,2.2320,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-wav,libavcodec/dnxhd_parser.c,3.2738,2.5023,598247888,2.2126
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-wtv,4.3610,3.3660,859359393,2.4106,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-wtv,libavcodec/dnxhd_parser.c,4.3540,3.3600,861655650,2.3918
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-seek-lavf-yuv4mpeg,3.2954,2.5631,627544164,2.1853,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-seek-lavf-yuv4mpeg,libavcodec/dnxhd_parser.c,3.2815,2.5369,617572550,2.1901
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-audioconvert,3.3031,2.5938,643546156,2.2618,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-audioconvert,libavcodec/dnxhd_parser.c,3.2862,2.5808,656457847,2.2441
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-resample-dblp-2626-44100,3.2307,2.5264,641841705,2.2590,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-resample-dblp-2626-44100,libavcodec/dnxhd_parser.c,3.2338,2.5277,644812535,2.2487
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-resample-dblp-2626-48000,3.2808,2.5738,646252207,2.2722,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-resample-dblp-2626-48000,libavcodec/dnxhd_parser.c,3.2423,2.5377,647883753,2.2648
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-resample-dblp-2626-8000,3.0393,2.3814,608633898,2.2068,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-resample-dblp-2626-8000,libavcodec/dnxhd_parser.c,3.1160,2.4453,602364858,2.2021
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-resample-dblp-2626-96000,3.5417,2.7775,713646743,2.2873,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-resample-dblp-2626-96000,libavcodec/dnxhd_parser.c,3.5175,2.7433,715063577,2.2814
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-resample-dblp-44100-2626,3.1521,2.4679,630054192,2.2405,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-resample-dblp-44100-2626,libavcodec/dnxhd_parser.c,3.1429,2.4550,623033172,2.2342
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-resample-dblp-44100-48000,3.0750,2.4050,603622373,2.2236,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-resample-dblp-44100-48000,libavcodec/dnxhd_parser.c,3.1421,2.4664,619545507,2.1928
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-resample-dblp-44100-8000,3.1000,2.4321,614625510,2.2258,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-resample-dblp-44100-8000,libavcodec/dnxhd_parser.c,3.0979,2.4243,606863513,2.2319
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-resample-dblp-44100-96000,3.1121,2.4464,612922673,2.2221,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-resample-dblp-44100-96000,libavcodec/dnxhd_parser.c,3.1014,2.4379,611237552,2.2206
FFmpeg,6d77a3ff3cd8360874d6f1787c482e09c5239511,fate-swr-resample-dblp-48000-2626,3.2654,2.5562,633154891,2.1971,31c1c0b46a7021802c3d1d18039fca30dba5a14e,fate-swr-resample-dblp-48000-2626,libavcodec/dnxhd_parser.c,3.2050,2.5043,617501699,2.2327
